id,org_unit,indicator,period,deaths
11587,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,4
11588,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
11589,Uasin Gishu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11590,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
11591,West Pokot County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11592,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
11593,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11594,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
11595,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11596,Embu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
11597,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11598,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11599,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,5
11600,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11601,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11602,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11603,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11604,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11605,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11606,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11607,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11608,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11609,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11610,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11611,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11612,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11613,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11614,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,4
11615,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,4
11616,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,3
11617,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11618,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11619,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11620,Mombasa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11621,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
11622,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11623,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11624,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,2
11625,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11626,Homa Bay County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11627,Mandera County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11628,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11629,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,4
11630,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11631,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11632,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11633,Kericho County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
11634,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
11635,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11636,Marsabit County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11637,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
11638,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11639,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
11640,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
11641,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11642,Nyeri County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11643,Kiambu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11644,Laikipia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11645,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11646,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11647,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11648,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11649,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11650,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11651,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11652,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11653,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11654,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11655,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11656,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11657,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11658,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11659,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11660,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11661,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,3
11662,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,5
11663,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11664,Samburu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
11665,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11666,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,7
11667,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,4
11668,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11669,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11670,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11671,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11672,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
11673,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,6
11674,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11675,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,9
11676,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
11677,Makueni County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11678,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11679,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11680,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
11681,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11682,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11683,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,2
11684,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,3
11685,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11686,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11687,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,3
11688,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
11689,Muranga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11690,Kirinyaga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
11691,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11692,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,5
11693,Kirinyaga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11694,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11695,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
11696,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11697,Busia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11698,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,2
11699,Taita Taveta County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
11700,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11701,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11702,Garissa County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
11703,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11704,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11705,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
11706,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11707,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,5
11708,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
11709,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,3
11710,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
11711,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,3
11712,Kajiado County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11713,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11714,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,4
11715,Kwale County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,2
11716,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11717,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,4
11718,Kilifi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,7
11719,Elgeyo Marakwet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11720,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11721,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
11722,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,3
11723,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11724,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11725,Narok County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11726,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,4
11727,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11728,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,5
11729,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11730,Nakuru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,3
11731,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11732,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,5
11733,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11734,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
11735,Bungoma County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11736,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11737,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11738,Nyamira County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11739,Machakos County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,3
11740,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,3
11741,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11742,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,3
11743,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11744,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11745,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,5
11746,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,10
11747,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,15
11748,Elgeyo Marakwet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,19
11749,Nyamira County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11750,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,15
11751,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,10
11752,Nyamira County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11753,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11754,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11755,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11756,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11757,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11758,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11759,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,6
11760,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11761,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,1
11762,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11763,Trans Nzoia County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11764,Siaya County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,2
11765,Kakamega County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,3
11766,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,3
11767,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11768,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11769,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11770,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11771,Meru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11772,Meru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,4
11773,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,4
11774,Meru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11775,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11776,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,3
11777,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,2
11778,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,1
11779,Kisumu County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,3
11780,Nyandarua County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11781,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,1
11782,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11783,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11784,Vihiga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
11785,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,April 2026,2
11786,Wajir County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
11787,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,1
11788,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,3
11789,Turkana County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,2
11790,Bomet County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,3
11791,Isiolo County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,1
11792,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,8
11793,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,12
11794,Nyandarua County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,1
11795,Nyamira County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11796,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,May 2025,17
11797,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,2
11798,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,2
11799,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,September 2025,12
11800,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,1
11801,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,13
11802,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,July 2025,2
11803,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,October 2025,11
11804,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,December 2025,5
11805,Nairobi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,5
11806,Kirinyaga County,MOH 711 Rev 2020_Maternal deaths 25+ Years,August 2025,1
11807,Nandi County,MOH 711 Rev 2020_Maternal deaths 25+ Years,November 2025,1
11808,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,January 2026,1
11809,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,March 2026,1
11810,Meru County,MOH 711 Rev 2020_Maternal deaths 25+ Years,June 2025,2
11811,Kisii County,MOH 711 Rev 2020_Maternal deaths 25+ Years,February 2026,1
